,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone
99,99,softmaxBeta-1_27,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 13), [1, 12], [1, 11], [1, 10], [1, 9], [2, 10], [2, 9], [2, 8], [2, 7], [2, 6], [2, 5], [3, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[5],"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,"(1, 13)","(3, 5)","(11, 11)",rect,2.0,10.0,2.0,8.0
100,100,softmaxBeta-1_27,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 3), [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [8, 4], [9, 4], [9, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(1, 3)","(3, 13)","(9, 5)",rect,2.0,10.0,2.0,8.0
101,101,softmaxBeta-1_27,"[0, 0, 0, 0, 1, 1]","[(5, 5), [5, 6], [5, 7], [5, 8], [6, 9], [6, 10], [5, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[6, 4]","[0, 0, 0, 0, 1, 1]",2,"(5, 5)","(5, 11)","(9, 9)",straightLine,2.0,6.0,2.0,4.0
102,102,softmaxBeta-1_27,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(2, 5), [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5], [11, 4], [9, 4], [10, 4], [11, 4], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1)]",[11],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",1,"(2, 5)","(11, 3)","(11, 7)",midLine,0.0,11.0,2.0,9.0
103,103,softmaxBeta-1_27,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(4, 12), [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [11, 11], [12, 11], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(4, 12)","(6, 2)","(12, 10)",rect,2.0,10.0,2.0,8.0
104,104,softmaxBeta-1_27,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3]","[(3, 11), [4, 11], [5, 11], [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [10, 11], [10, 10], [11, 10], [11, 9], [11, 11], [11, 10], [11, 9], [12, 9], [12, 8], [13, 8], [13, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]","[3, 14]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",2,"(3, 11)","(13, 7)","(7, 1)",expRect,0.0,14.0,6.0,24.0
105,105,softmaxBeta-1_27,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 11), [1, 10], [1, 9], [0, 9], [0, 8], [0, 7], [0, 6], [0, 5], [0, 4], [1, 4], [2, 4], [2, 3], [3, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[3],"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",1,"(1, 11)","(3, 3)","(13, 9)",rect,4.0,10.0,2.0,8.0
106,106,softmaxBeta-1_27,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3]","[(8, 11), [7, 11], [6, 12], [8, 12], [7, 12], [6, 12], [5, 12], [5, 11], [5, 10], [5, 9], [4, 9], [4, 8], [3, 8], [2, 8], [2, 7], [1, 7], [1, 6]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",2,"(8, 11)","(1, 6)","(5, 2)",expRect,0.0,12.0,4.0,23.0
107,107,softmaxBeta-1_27,"[0, 0, 1, 1, 1, 1]","[(2, 7), [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(2, 7)","(2, 13)","(6, 1)",none,4.0,6.0,6.0,0.0
108,108,softmaxBeta-1_27,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3]","[(1, 13), [2, 13], [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [10, 11], [11, 11], [11, 10], [12, 10], [12, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",7,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",special,"(1, 13)","(12, 9)","(6, 3)",expRect,0.0,15.0,6.0,29.0
0,0,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(1, 1), [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [8, 2], [9, 1], [9, 2], [9, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1)]",[9],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0, 0]",1,"(1, 1)","(3, 13)","(9, 3)",rect,4.0,10.0,2.0,8.0
1,1,softmaxBeta-1_19,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]","[(5, 8), [5, 7], [6, 6], [6, 5], [6, 4], [7, 4], [6, 5], [6, 4], [7, 4], [7, 3], [7, 2], [8, 2], [8, 1], [9, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]","[2, 6]","[0, 0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 2, 0]",2,"(5, 8)","(13, 5)","(9, 1)",expRect,0.0,11.0,4.0,19.0
2,2,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(3, 9), [4, 9], [5, 9], [6, 9], [7, 9], [8, 9], [8, 10], [8, 11], [8, 12], [9, 12], [9, 13], [10, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",0,"(3, 9)","(8, 3)","(10, 13)",midLine,0.0,11.0,6.0,5.0
3,3,softmaxBeta-1_19,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 13), [2, 13], [3, 13], [4, 14], [5, 14], [6, 14], [7, 14], [8, 14], [9, 14], [9, 13], [9, 12], [8, 11], [9, 11], [10, 11], [10, 10], [11, 10], [11, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]","[11, 3]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0]",2,"(1, 13)","(11, 9)","(5, 3)",expRect,0.0,14.0,6.0,24.0
4,4,softmaxBeta-1_19,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(5, 4), [4, 3], [5, 3], [6, 3], [7, 3], [7, 4], [7, 5], [7, 6], [8, 6], [8, 7], [9, 7], [9, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]",[1],"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,"(5, 4)","(9, 8)","(13, 4)",straightLine,0.0,8.0,4.0,4.0
5,5,softmaxBeta-1_19,"[0, 0, 0, 0, 1, 1, 1, 1]","[(4, 5), [5, 5], [5, 6], [6, 6], [6, 7], [7, 7], [7, 8], [8, 8], [8, 9]]","[(1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 1, 0, 1, 0, 1, 0, 1]",0,"(4, 5)","(8, 9)","(12, 5)",straightLine,0.0,8.0,4.0,4.0
6,6,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(13, 12), [13, 11], [13, 10], [13, 9], [13, 8], [12, 8], [11, 8], [10, 8], [9, 8], [9, 7], [9, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(13, 12)","(7, 8)","(9, 6)",expRect,0.0,10.0,2.0,24.0
7,7,softmaxBeta-1_19,"[0, 1, 1, 1, 1, 1, 1]","[(5, 6), [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [12, 6]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[8],"[0, 0, 0, 0, 0, 2, 2]",1,"(5, 6)","(10, 12)","(12, 6)",straightLine,4.0,7.0,2.0,5.0
8,8,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(4, 8), [5, 8], [6, 8], [7, 8], [6, 7], [7, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [9, 11], [9, 12], [10, 12]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]","[4, 6]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0]",2,"(4, 8)","(10, 12)","(12, 2)",midLine,4.0,10.0,4.0,6.0
9,9,softmaxBeta-1_19,"[1, 1, 1, 1, 1, 1, 1, 1, 2]","[(4, 2), [5, 2], [6, 2], [7, 2], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [10, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[4],"[2, 2, 2, 2, 2, 2, 2, 2, 0]",1,"(4, 2)","(4, 12)","(10, 2)",none,4.0,6.0,6.0,0.0
10,10,softmaxBeta-1_19,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 7), [2, 7], [0, 7], [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 6], [8, 6], [8, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,"(1, 7)","(6, 13)","(8, 5)",midLine,2.0,9.0,4.0,5.0
11,11,softmaxBeta-1_19,"[0, 0, 0, 0, 0, 1, 1, 1]","[(2, 1), [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[1, 0, 1, 1, 1, 1, 1, 1]",1,"(2, 1)","(2, 7)","(12, 1)",none,4.0,6.0,6.0,0.0
12,12,softmaxBeta-1_19,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 2), [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [12, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[1],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0]",1,"(2, 2)","(7, 6)","(12, 1)",midLine,2.0,9.0,4.0,5.0
13,13,softmaxBeta-1_19,"[0, 0, 0, 0, 0, 0, 1]","[(3, 2), [3, 3], [3, 4], [3, 5], [2, 6], [2, 7], [2, 8], [3, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[4],"[1, 1, 1, 1, 1, 1, 0]",1,"(3, 2)","(3, 8)","(13, 2)",none,4.0,6.0,6.0,0.0
14,14,softmaxBeta-1_19,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 3), [2, 4], [2, 5], [2, 6], [1, 7], [1, 8], [1, 9], [2, 9], [2, 10], [3, 10], [3, 11], [4, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[4],"[0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",1,"(2, 3)","(4, 11)","(12, 5)",rect,2.0,10.0,2.0,8.0
15,15,softmaxBeta-1_19,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(3, 1), [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1], [12, 2], [13, 2], [13, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[13],"[0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0]",1,"(3, 1)","(5, 13)","(13, 3)",rect,2.0,12.0,4.0,8.0
16,16,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1]","[(7, 6), [8, 6], [9, 6], [10, 6], [11, 6], [11, 7], [12, 7], [12, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 1, 0, 1]",0,"(7, 6)","(12, 8)","(13, 1)",midLine,4.0,7.0,2.0,5.0
17,17,softmaxBeta-1_19,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(4, 3), [5, 3], [6, 3], [7, 3], [8, 3], [10, 3], [10, 5], [10, 4], [10, 3], [10, 2], [9, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]","[5, 6]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 0]",2,"(4, 3)","(4, 9)","(9, 2)",none,0.0,6.0,6.0,0.0
18,18,softmaxBeta-1_19,"[0, 0, 0, 0, 0, 0, 1]","[(11, 1), [10, 1], [9, 1], [8, 1], [8, 2], [8, 3], [7, 4], [6, 4]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0)]","[6, 8]","[0, 0, 0, 0, 0, 0, 2]",2,"(11, 1)","(8, 6)","(6, 4)",expRect,0.0,8.0,2.0,15.0
19,19,softmaxBeta-1_19,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(5, 2), [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [12, 3], [11, 2], [12, 2], [12, 3], [13, 3], [13, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[9],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 0]",1,"(5, 2)","(7, 12)","(13, 4)",rect,2.0,10.0,2.0,8.0
20,20,softmaxBeta-1_19,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 6), [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [12, 6]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(1, 6)","(10, 8)","(12, 6)",straightLine,0.0,11.0,2.0,9.0
21,21,softmaxBeta-1_19,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(3, 1), [3, 3], [3, 4], [3, 5], [3, 3], [3, 4], [3, 5], [3, 6], [3, 7], [4, 7], [4, 8], [5, 8], [5, 9], [6, 9], [6, 10]]","[(1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]","[4, 1]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2]",2,"(3, 1)","(10, 6)","(6, 10)",expRect,0.0,12.0,4.0,23.0
22,22,softmaxBeta-1_19,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(1, 1), [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",0,"(1, 1)","(5, 9)","(11, 1)",straightLine,2.0,10.0,6.0,4.0
23,23,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 3), [1, 4], [1, 5], [1, 6], [1, 7], [2, 7], [3, 7], [4, 7], [3, 8], [4, 8], [4, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,"(1, 3)","(6, 7)","(4, 9)",expRect,0.0,9.0,2.0,19.0
24,24,softmaxBeta-1_19,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(2, 13), [3, 13], [4, 13], [5, 13], [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [11, 13], [12, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2]",1,"(2, 13)","(6, 3)","(12, 13)",straightLine,4.0,10.0,6.0,4.0
25,25,softmaxBeta-1_19,"[0, 0, 0, 0, 1, 1]","[(7, 3), [8, 3], [9, 3], [9, 2], [10, 2], [10, 1], [11, 1]]","[(1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[2, 2, 2, 2, 2, 2]",0,"(7, 3)","(7, 9)","(11, 1)",none,0.0,6.0,6.0,0.0
26,26,softmaxBeta-1_19,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(4, 1), [4, 2], [4, 3], [4, 4], [5, 5], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [6, 9], [5, 9], [5, 10], [4, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0)]","[4, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",2,"(4, 1)","(4, 10)","(10, 8)",straightLine,4.0,9.0,2.0,7.0
27,27,softmaxBeta-1_19,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(1, 1), [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 10], [2, 11], [3, 12], [3, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, -1)]",[12],"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",1,"(1, 1)","(3, 11)","(13, 3)",rect,2.0,12.0,4.0,8.0
28,28,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(13, 12), [13, 11], [13, 10], [13, 9], [13, 8], [13, 10], [13, 9], [13, 8], [12, 7], [12, 6], [11, 6], [10, 6], [10, 5], [9, 5], [9, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[5, 8]","[0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 2]",2,"(13, 12)","(5, 8)","(9, 4)",expRect,0.0,12.0,4.0,24.0
29,29,softmaxBeta-1_19,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(4, 11), [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [10, 10], [11, 10], [11, 9], [12, 9], [12, 8], [13, 8], [13, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",0,"(4, 11)","(13, 7)","(7, 1)",expRect,0.0,13.0,6.0,19.0
30,30,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1]","[(5, 9), [6, 9], [7, 9], [8, 9], [9, 9], [9, 8], [10, 9], [10, 8], [10, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1)]",[6],"[0, 0, 0, 0, 1, 0, 1, 1]",1,"(5, 9)","(10, 7)","(10, 13)",midLine,2.0,7.0,2.0,5.0
31,31,softmaxBeta-1_19,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(3, 13), [3, 12], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [4, 6], [4, 5], [5, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(3, 13)","(5, 5)","(13, 11)",rect,2.0,10.0,2.0,8.0
32,32,softmaxBeta-1_19,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 12), [2, 12], [3, 12], [2, 11], [3, 11], [4, 11], [5, 12], [6, 12], [7, 12], [8, 12], [8, 11], [9, 11], [9, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]","[6, 3]","[0, 0, 2, 0, 2, 2, 2, 2, 2, 0, 2, 0]",2,"(1, 12)","(3, 2)","(9, 10)",rect,2.0,10.0,2.0,8.0
33,33,softmaxBeta-1_19,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 13), [1, 12], [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [1, 6], [2, 6], [2, 5], [3, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(1, 13)","(3, 5)","(13, 11)",rect,4.0,10.0,2.0,8.0
34,34,softmaxBeta-1_19,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 7), [3, 7], [4, 7], [4, 5], [5, 5], [6, 5], [7, 5], [5, 5], [6, 5], [7, 5], [8, 5], [8, 6], [9, 6], [9, 7], [10, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]","[7, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",2,"(2, 7)","(8, 11)","(10, 7)",straightLine,2.0,8.0,2.0,6.0
35,35,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1]","[(2, 3), [2, 4], [2, 5], [2, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 1, 1, 0]",1,"(2, 3)","(2, 10)","(6, 8)",straightLine,2.0,7.0,2.0,5.0
36,36,softmaxBeta-1_19,"[0, 0, 0, 1, 1, 1, 1, 1]","[(3, 6), [3, 5], [3, 7], [3, 8], [3, 9], [3, 10], [4, 11], [4, 12], [3, 12]]","[(0, -1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]","[2, 6]","[2, 2, 1, 1, 1, 1, 1, 1]",2,"(3, 6)","(3, 12)","(5, 2)",none,0.0,6.0,6.0,0.0
