,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone
79,79,softmaxBeta-1_17,"[0, 0, 0, 0, 0]","[(10, 5), [10, 4], [10, 3], [11, 2], [11, 1], [12, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[3],"[2, 2, 2, 2, 2]",1,"(10, 5)","(10, 13)","(12, 1)",none,2.0,6.0,6.0,0.0
80,80,softmaxBeta-1_17,"[1, 1, 1, 1, 1, 1]","[(10, 1), [10, 2], [10, 3], [10, 4], [11, 4], [11, 5], [12, 5]]","[(0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 2, 0, 2]",0,"(10, 1)","(10, 9)","(12, 5)",straightLine,2.0,6.0,2.0,4.0
81,81,softmaxBeta-1_17,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(2, 3), [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [11, 3], [11, 4], [11, 5], [10, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (-1, 0)]",[8],"[0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0]",1,"(2, 3)","(4, 13)","(10, 5)",rect,2.0,10.0,2.0,8.0
82,82,softmaxBeta-1_17,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[(1, 8), [1, 7], [1, 6], [1, 5], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [5, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 2]",1,"(1, 8)","(7, 4)","(5, 2)",expRect,0.0,10.0,2.0,24.0
83,83,softmaxBeta-1_17,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(2, 5), [3, 5], [4, 5], [5, 5], [4, 4], [5, 4], [6, 4], [6, 3], [6, 2], [7, 2], [7, 1], [8, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",1,"(2, 5)","(8, 1)","(10, 9)",midLine,2.0,10.0,4.0,6.0
84,84,softmaxBeta-1_17,"[0, 0, 0, 0, 1, 1, 1]","[(1, 5), [1, 6], [1, 7], [1, 8], [1, 9], [2, 10], [1, 10], [1, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[5],"[1, 1, 1, 1, 1, 1, 1]",1,"(1, 5)","(1, 11)","(10, 4)",none,4.0,6.0,6.0,0.0
85,85,softmaxBeta-1_17,"[0, 0, 0, 0, 1, 1, 1, 1]","[(1, 11), [0, 10], [1, 10], [0, 9], [1, 9], [2, 9], [3, 9], [4, 9], [5, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[1, 3]","[0, 0, 0, 0, 0, 0, 0, 0]",2,"(1, 11)","(5, 9)","(11, 11)",straightLine,4.0,6.0,2.0,4.0
86,86,softmaxBeta-1_17,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(4, 12), [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [11, 11], [12, 11], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(4, 12)","(6, 2)","(12, 10)",rect,2.0,10.0,2.0,8.0
87,87,softmaxBeta-1_17,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(2, 1), [2, 2], [2, 3], [2, 4], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 7], [2, 9], [3, 9], [4, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0)]","[10, 4]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",2,"(2, 1)","(4, 9)","(12, 3)",rect,2.0,10.0,2.0,8.0
88,88,softmaxBeta-1_17,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(2, 9), [3, 9], [4, 9], [5, 9], [6, 9], [7, 9], [7, 10], [7, 11], [8, 11], [8, 12], [6, 12], [7, 12], [8, 12], [9, 12], [9, 13], [10, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[10],"[0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 2, 0]",1,"(2, 9)","(10, 1)","(10, 13)",midLine,4.0,12.0,4.0,8.0
89,89,softmaxBeta-1_17,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(1, 8), [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [11, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(1, 8)","(10, 2)","(11, 9)",midLine,4.0,11.0,2.0,9.0
90,90,softmaxBeta-1_17,"[0, 1, 1, 1, 1, 1]","[(1, 3), [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 1, 1]",0,"(1, 3)","(1, 9)","(5, 7)",straightLine,2.0,6.0,2.0,4.0
91,91,softmaxBeta-1_17,"[0, 0, 0, 0, 0, 1, 1]","[(1, 4), [2, 4], [3, 4], [4, 4], [5, 4], [5, 3], [6, 4], [6, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[6],"[2, 2, 2, 2, 2, 2, 2]",1,"(1, 4)","(1, 10)","(6, 3)",none,0.0,6.0,6.0,0.0
92,92,softmaxBeta-1_17,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3]","[(1, 12), [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4], [1, 3], [2, 3], [1, 4], [1, 3], [2, 3], [2, 5], [2, 4], [3, 4], [3, 3], [4, 3], [4, 2], [5, 2], [5, 1], [6, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]","[11, 14]","[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0]",2,"(1, 12)","(12, 7)","(6, 1)",expRect,0.0,16.0,6.0,35.0
93,93,softmaxBeta-1_17,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(6, 4), [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 2], [9, 0], [10, 0], [11, 0], [11, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, 1)]","[1, 7]","[0, 0, 0, 0, 0, 2, 0, 0, 2, 0]",2,"(6, 4)","(10, 10)","(11, 1)",midLine,2.0,8.0,4.0,4.0
94,94,softmaxBeta-1_17,"[0, 0, 0, 1, 1, 1, 1, 1]","[(3, 3), [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 8], [4, 9], [5, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 0, 2]",0,"(3, 3)","(3, 13)","(5, 9)",straightLine,2.0,8.0,2.0,6.0
95,95,softmaxBeta-1_17,"[1, 1, 1, 1, 1, 1, 1, 2]","[(6, 9), [7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [11, 10], [12, 10], [12, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[10],"[0, 0, 0, 0, 2, 2, 2, 2]",1,"(6, 9)","(10, 3)","(12, 11)",midLine,2.0,8.0,4.0,4.0
96,96,softmaxBeta-1_17,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2]","[(4, 5), [5, 5], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [7, 10], [7, 11], [8, 11]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(4, 5)","(8, 11)","(13, 2)",midLine,2.0,10.0,6.0,4.0
97,97,softmaxBeta-1_17,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(2, 5), [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [3, 12], [3, 13], [4, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[10, 1]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",2,"(2, 5)","(4, 13)","(12, 7)",rect,2.0,10.0,2.0,8.0
98,98,softmaxBeta-1_17,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(5, 5), [5, 6], [5, 7], [6, 7], [6, 8], [7, 8], [7, 9], [8, 9], [8, 10], [7, 11], [8, 11], [9, 11], [9, 12]]","[(0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",1,"(5, 5)","(11, 10)","(9, 12)",expRect,0.0,11.0,2.0,29.0
99,99,softmaxBeta-1_17,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]","[(1, 13), [0, 14], [0, 13], [0, 12], [0, 11], [0, 10], [0, 9], [0, 8], [0, 7], [0, 6], [1, 6], [2, 6], [2, 5], [3, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[1],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0]",1,"(1, 13)","(3, 5)","(11, 11)",rect,2.0,10.0,2.0,8.0
100,100,softmaxBeta-1_17,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(4, 6), [4, 7], [5, 6], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12], [4, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]","[2, 3]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",2,"(4, 6)","(4, 12)","(13, 5)",none,4.0,6.0,6.0,0.0
101,101,softmaxBeta-1_17,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(12, 2), [11, 2], [10, 2], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [4, 3], [3, 3], [3, 4], [2, 4], [2, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 0]",0,"(12, 2)","(8, 11)","(2, 5)",expRect,0.0,13.0,6.0,19.0
102,102,softmaxBeta-1_17,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(2, 6), [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [12, 6], [13, 6], [13, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(2, 6)","(12, 10)","(13, 5)",midLine,2.0,12.0,2.0,10.0
103,103,softmaxBeta-1_17,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(10, 12), [9, 12], [9, 11], [9, 10], [9, 9], [9, 8], [8, 8], [7, 8], [7, 7], [8, 6], [7, 6], [7, 5]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",1,"(10, 12)","(5, 7)","(7, 5)",expRect,0.0,10.0,2.0,23.0
104,104,softmaxBeta-1_17,"[0, 0, 0, 0, 0, 0, 1]","[(6, 3), [5, 3], [5, 4], [3, 4], [3, 5], [3, 6], [2, 6], [1, 6]]","[(-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0)]","[3, 8]","[0, 0, 0, 0, 0, 2, 2]",2,"(6, 3)","(3, 8)","(1, 6)",expRect,0.0,8.0,2.0,15.0
105,105,softmaxBeta-1_17,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[(3, 3), [4, 3], [5, 3], [6, 3], [8, 3], [9, 3], [10, 3], [10, 4], [11, 4], [11, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[4],"[0, 0, 2, 2, 2, 2, 0, 2, 0]",1,"(3, 3)","(5, 13)","(11, 5)",rect,2.0,10.0,2.0,8.0
106,106,softmaxBeta-1_17,"[0, 0, 1, 1, 1, 1, 1, 1]","[(1, 3), [2, 3], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [5, 6], [5, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[7, 2]","[0, 0, 0, 0, 0, 0, 2, 1]",2,"(1, 3)","(5, 7)","(7, 3)",straightLine,2.0,6.0,2.0,4.0
107,107,softmaxBeta-1_17,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(1, 1), [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,"(1, 1)","(8, 9)","(12, 1)",straightLine,4.0,11.0,4.0,7.0
108,108,softmaxBeta-1_17,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3]","[(2, 13), [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [8, 13], [7, 12], [8, 12], [9, 12], [10, 12], [10, 11], [11, 11], [11, 10], [12, 10], [12, 9], [13, 9], [13, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",7,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",special,"(2, 13)","(13, 8)","(7, 2)",expRect,0.0,16.0,6.0,35.0
0,0,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 2, 2]",0,"(5, 7)","(9, 11)","(11, 7)",straightLine,2.0,6.0,2.0,4.0
1,1,softmaxBeta-1_13,"[0, 0, 0, 1, 1]","[(3, 4), [3, 6], [3, 7], [3, 8], [3, 9], [3, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[1, 1, 1, 1, 1]",1,"(3, 4)","(3, 10)","(9, 4)",none,0.0,6.0,6.0,0.0
2,2,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(2, 7), [4, 7], [4, 6], [4, 5], [4, 4], [6, 4], [5, 4], [5, 3], [4, 3], [4, 2], [3, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0)]","[1, 5]","[2, 2, 2, 2, 2, 0, 2, 0, 2, 0]",2,"(2, 7)","(2, 13)","(3, 2)",none,0.0,6.0,6.0,0.0
3,3,softmaxBeta-1_13,"[1, 1, 1, 1, 1]","[(9, 5), [9, 4], [9, 3], [9, 2], [11, 2], [11, 1]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]",[4],"[2, 2, 2, 2, 2]",1,"(9, 5)","(9, 13)","(11, 1)",none,2.0,6.0,6.0,0.0
4,4,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(4, 13), [3, 12], [4, 12], [5, 12], [6, 12], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10], [12, 9], [13, 9], [13, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]","[5, 1]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",2,"(4, 13)","(13, 8)","(7, 2)",expRect,0.0,14.0,6.0,23.0
5,5,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1]","[(3, 6), [4, 6], [5, 6], [6, 6], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 1, 1, 1, 1, 0]",0,"(3, 6)","(8, 2)","(8, 10)",midLine,0.0,9.0,4.0,5.0
6,6,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1]","[(5, 6), [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(5, 6)","(5, 12)","(12, 3)",none,4.0,6.0,6.0,0.0
7,7,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(3, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 6], [12, 6], [12, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,"(3, 7)","(10, 11)","(12, 5)",midLine,0.0,11.0,4.0,7.0
8,8,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 3), [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [10, 3], [10, 4], [8, 4], [9, 4], [10, 4], [10, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1)]","[7, 9]","[0, 0, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0]",2,"(2, 3)","(4, 13)","(10, 5)",rect,2.0,10.0,2.0,8.0
9,9,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(5, 1), [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1], [12, 2], [13, 2], [13, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(5, 1)","(7, 13)","(13, 3)",rect,4.0,10.0,2.0,8.0
10,10,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2]","[(1, 13), [2, 13], [2, 11], [3, 11], [2, 12], [3, 12], [4, 12], [4, 11], [5, 11], [5, 10], [6, 10], [6, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]","[2, 4]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",2,"(1, 13)","(6, 9)","(10, 13)",straightLine,0.0,9.0,4.0,5.0
11,11,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(1, 7), [1, 8], [2, 9], [2, 10], [3, 10], [4, 10], [4, 11], [5, 11], [5, 12], [6, 12], [6, 13], [7, 13]]","[(0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[2],"[1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,"(1, 7)","(7, 13)","(11, 1)",midLine,4.0,12.0,6.0,6.0
12,12,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1]","[(3, 5), [4, 6], [4, 7], [4, 8], [4, 9], [3, 8], [3, 9], [3, 10], [3, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[5, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",2,"(3, 5)","(3, 11)","(13, 5)",none,4.0,6.0,6.0,0.0
13,13,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(11, 8), [11, 7], [10, 7], [9, 7], [9, 6], [8, 6], [8, 5], [7, 5], [7, 4], [6, 4], [6, 3], [6, 2]]","[(0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(11, 8)","(4, 4)","(6, 2)",expRect,0.0,11.0,2.0,29.0
14,14,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(4, 2), [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6], [7, 7], [8, 7]]","[(0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[6],"[0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 2]",1,"(4, 2)","(4, 11)","(8, 7)",straightLine,0.0,9.0,4.0,5.0
15,15,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3]","[(2, 13), [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [8, 14], [9, 14], [10, 14], [10, 13], [10, 12], [10, 11], [10, 10], [11, 10], [10, 9], [11, 9], [12, 9], [12, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1)]","[14, 6]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",2,"(2, 13)","(12, 8)","(6, 2)",expRect,0.0,15.0,6.0,29.0
16,16,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[(4, 10), [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [10, 11], [10, 12], [11, 12]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 2]",0,"(4, 10)","(9, 4)","(11, 12)",midLine,2.0,9.0,4.0,5.0
17,17,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[(5, 5), [5, 6], [5, 7], [5, 8], [7, 8], [7, 9], [7, 10], [6, 10], [6, 11], [5, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0)]",[4],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(5, 5)","(5, 11)","(13, 5)",none,2.0,6.0,6.0,0.0
18,18,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 12), [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4], [4, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]","[10, 1]","[0, 0, 1, 1, 1, 1, 1, 1, 0]",2,"(2, 12)","(4, 4)","(12, 10)",rect,2.0,10.0,2.0,8.0
19,19,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 10), [2, 10], [3, 11], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [9, 10], [10, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,"(1, 10)","(8, 6)","(10, 10)",straightLine,2.0,9.0,2.0,7.0
20,20,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(5, 12), [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [12, 12], [12, 11], [13, 11], [13, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(5, 12)","(7, 2)","(13, 10)",rect,2.0,10.0,2.0,8.0
21,21,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 0, 0, 1]","[(4, 1), [5, 1], [6, 1], [6, 2], [6, 3], [7, 3], [7, 4], [7, 5], [8, 5]]","[(1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]",[],"[2, 2, 0, 0, 2, 0, 0, 2]",0,"(4, 1)","(4, 13)","(8, 5)",straightLine,4.0,8.0,4.0,4.0
