,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone,firstIntentionConsistFinalGoal
45,45,csz,"[1663, 1867, 2056, 2299, 2395, 2587, 2812, 2978, 3159, 3357, 3556, 3746, 3934, 4110, 4312]","[(2, 4), [2, 5], [2, 6], [3, 6], [4, 6], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,"(2, 4)","(13, 7)","(7, 13)",expRect,0.0,14.0,6.0,2.0,1
46,46,csz,"[1591, 1811, 2022, 2133, 2387, 2631, 2847, 3079, 3275, 3462, 3647, 3833, 4003]","[(1, 4), [2, 4], [3, 4], [4, 4], [4, 5], [5, 5], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[6],"[0, 0, 2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2]",1,"(1, 4)","(3, 12)","(11, 6)",rect,2.0,10.0,2.0,8.0,1
47,47,csz,"[1570, 1777, 1967, 2163, 2368, 2616, 2757, 3059, 3492, 3719, 4161, 4320]","[(2, 5), [3, 5], [4, 5], [5, 5], [6, 5], [7, 4], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [11, 4], [12, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2]",1,"(2, 5)","(7, 13)","(12, 4)",midLine,2.0,11.0,6.0,5.0,1
48,48,csz,"[1558, 1800, 1992, 2159, 2429, 2583, 2807, 3005, 3183, 3399, 3703, 3917, 4075]","[(1, 10), [2, 10], [3, 10], [4, 10], [5, 10], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11], [12, 11], [13, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 2, 2, 2]",0,"(1, 10)","(8, 2)","(13, 11)",midLine,2.0,13.0,6.0,7.0,1
49,49,csz,"[1622, 1816, 2022, 2261, 2712, 2830, 3232, 3385, 3642]","[(5, 6), [6, 5], [7, 5], [8, 5], [9, 5], [9, 4], [10, 4], [10, 3], [11, 3], [11, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[1],"[0, 0, 0, 0, 1, 0, 1, 0, 1]",1,"(5, 6)","(11, 2)","(13, 8)",midLine,0.0,10.0,4.0,6.0,1
50,50,csz,"[1624, 1832, 2011, 2201, 2376, 2571, 2774, 3143, 3408, 3669, 3872, 4118, 4272]","[(3, 3), [4, 3], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [8, 4], [9, 4], [9, 5], [9, 6], [9, 7], [10, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0)]","[2, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",2,"(3, 3)","(10, 7)","(13, 2)",midLine,0.0,11.0,4.0,7.0,1
51,51,csz,"[1619, 1832, 1995, 2172, 2340, 2703, 2925, 3161, 3501, 3693, 3959, 4166]","[(5, 6), [6, 6], [7, 6], [7, 8], [8, 8], [7, 9], [8, 9], [9, 9], [9, 10], [10, 10], [10, 11], [11, 11], [11, 12]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]","[5, 3]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",2,"(5, 6)","(11, 12)","(13, 6)",straightLine,4.0,8.0,2.0,6.0,1
52,52,csz,"[1552, 1874, 2079, 2296, 2439, 2651, 2829, 2998, 3187, 3359]","[(1, 9), [2, 9], [2, 8], [2, 7], [2, 6], [3, 6], [3, 5], [3, 4], [3, 3], [3, 2], [3, 1]]","[(1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",0,"(1, 9)","(3, 1)","(11, 7)",rect,2.0,10.0,2.0,8.0,1
53,53,csz,"[1556, 1746, 1801, 2047, 2358, 2524, 2717, 2902, 3101, 3297, 3486, 3697, 3903]","[(5, 13), [5, 12], [5, 11], [6, 11], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11], [12, 11], [13, 11]]","[(0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",1,"(5, 13)","(7, 1)","(13, 11)",rect,4.0,10.0,2.0,8.0,1
54,54,csz,"[1606, 1811, 2057, 2270, 2577, 2763, 3043, 3203]","[(4, 2), [4, 1], [5, 1], [6, 1], [7, 1], [7, 2], [8, 2], [9, 2], [10, 2]]","[(0, -1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0)]",[9],"[0, 2, 2, 2, 0, 2, 2, 2]",1,"(4, 2)","(4, 12)","(10, 2)",none,4.0,6.0,6.0,0.0,1
55,55,csz,"[1665, 1856, 2034, 2243, 2486, 2641, 2914, 3006, 3236, 3359, 3548]","[(2, 4), [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6], [7, 7], [8, 7], [8, 8], [9, 8]]","[(1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",0,"(2, 4)","(9, 8)","(13, 2)",midLine,2.0,11.0,4.0,7.0,1
56,56,csz,"[1905, 2074, 2227, 2464, 2667, 2867, 3044, 3229, 3576, 3775, 3929, 4184, 4353]","[(11, 13), [10, 13], [11, 14], [10, 14], [9, 14], [8, 14], [6, 14], [6, 13], [6, 12], [5, 12], [4, 12], [4, 11], [3, 11], [3, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[2, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",2,"(11, 13)","(3, 10)","(7, 6)",expRect,0.0,11.0,4.0,2.0,1
57,57,csz,"[1614, 1886, 2079, 2361, 2550, 2725, 2904, 3061, 3244, 3421, 3589, 3768, 3936, 4127, 4299]","[(1, 3), [0, 3], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11]]","[(-1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[8],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1,"(1, 3)","(3, 11)","(13, 5)",rect,4.0,10.0,2.0,8.0,1
58,58,csz,"[1864, 2076, 2260, 2412, 2690, 2822]","[(1, 3), [2, 3], [3, 3], [3, 2], [4, 2], [5, 2], [5, 1]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1)]",[],"[2, 2, 2, 2, 2, 2]",0,"(1, 3)","(1, 13)","(5, 1)",none,4.0,6.0,6.0,0.0,1
59,59,csz,"[1552, 1749, 1974, 2180, 2300, 2452, 2673, 2886, 3320, 3513, 3731, 3910, 4077, 4220]","[(5, 5), [6, 5], [7, 5], [8, 5], [9, 6], [10, 6], [10, 5], [11, 6], [11, 5], [11, 6], [11, 7], [11, 8], [10, 8], [9, 8], [9, 9]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1)]","[4, 7]","[0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 0, 1, 1]",2,"(5, 5)","(9, 9)","(10, 2)",midLine,0.0,8.0,4.0,4.0,0
60,60,csz,"[1636, 1766, 2046, 2207, 2457, 2648]","[(4, 7), [5, 7], [6, 7], [6, 6], [7, 6], [7, 5], [8, 5]]","[(1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[2, 2, 2, 2, 2, 2]",0,"(4, 7)","(4, 13)","(8, 5)",none,0.0,6.0,6.0,0.0,1
61,61,csz,"[1691, 1872, 2056, 2249, 2444, 2623, 2818, 3025, 3306, 3615, 3789, 3949, 4128, 4308, 4481, 4658]","[(2, 7), [3, 7], [4, 7], [5, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 6], [7, 5], [7, 4], [8, 5], [8, 4], [8, 3], [8, 2], [8, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[4, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",2,"(2, 7)","(8, 1)","(12, 11)",midLine,2.0,12.0,6.0,6.0,1
62,62,csz,"[1466, 1697, 1904, 2108, 2311, 2487, 2652, 2836, 3010, 3179, 3345, 3819, 3915, 4066, 4408, 4596]","[(2, 1), [3, 1], [4, 1], [5, 1], [5, 2], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [5, 9], [6, 9], [6, 8]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, -1)]",[5],"[2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2]",1,"(2, 1)","(2, 10)","(6, 8)",straightLine,2.0,9.0,2.0,7.0,1
63,63,csz,"[1720, 1954, 2123, 2305, 2484, 2658, 2945, 3127]","[(2, 8), [3, 8], [4, 8], [5, 8], [6, 7], [7, 6], [8, 6], [8, 7], [8, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]","[5, 4]","[0, 0, 0, 0, 2, 2, 2, 2]",2,"(2, 8)","(6, 4)","(8, 8)",straightLine,2.0,6.0,2.0,4.0,1
64,64,csz,"[1844, 2012, 2178, 2335, 2516, 2701, 2778, 2899, 3207]","[(8, 5), [8, 6], [9, 5], [9, 6], [9, 7], [9, 8], [9, 9], [8, 9], [8, 10], [8, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1)]",[2],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(8, 5)","(8, 11)","(12, 1)",none,2.0,6.0,6.0,0.0,1
65,65,csz,"[1758, 1989, 2375, 2575, 2791, 2999, 3201, 3397, 3566, 3760]","[(8, 9), [7, 9], [6, 9], [5, 9], [5, 8], [5, 7], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(8, 9)","(2, 5)","(4, 3)",expRect,0.0,10.0,2.0,2.0,1
66,66,csz,"[1705, 1916, 2108, 2309, 2540, 2780, 2934, 3200, 3377, 3571, 3762, 3949, 4152]","[(2, 7), [3, 7], [2, 6], [3, 6], [4, 6], [5, 6], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2]",1,"(2, 7)","(10, 1)","(12, 7)",straightLine,4.0,10.0,2.0,8.0,1
67,67,csz,"[1342, 1571, 1757, 2026, 2246, 2435, 2625, 2899]","[(6, 13), [7, 13], [8, 13], [8, 12], [9, 12], [9, 11], [10, 11], [10, 10], [10, 9]]","[(1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 1, 0, 1, 0, 1, 1]",0,"(6, 13)","(10, 9)","(12, 13)",straightLine,2.0,6.0,2.0,4.0,1
68,68,csz,"[1560, 1943, 2204, 2368, 2596, 2770, 2954, 3121, 3240, 3621, 3896, 4247, 4415, 4640]","[(3, 7), [4, 7], [5, 7], [5, 8], [6, 8], [6, 9], [7, 9], [9, 9], [10, 9], [10, 7], [10, 8], [10, 9], [9, 9], [9, 10], [9, 11]]","[(1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1)]","[7, 9]","[0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1]",2,"(3, 7)","(9, 11)","(12, 2)",midLine,4.0,10.0,4.0,6.0,1
69,69,csz,"[1495, 1823, 2054, 2266, 2495, 2847, 2936, 3167, 3411, 3762, 4003, 4185]","[(4, 13), [5, 13], [6, 13], [7, 13], [8, 13], [9, 13], [9, 12], [10, 12], [10, 11], [10, 10], [11, 10], [12, 10], [12, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, 1)]",[],"[0, 0, 2, 2, 2, 0, 2, 0, 1, 2, 2, 2]",0,"(4, 13)","(6, 1)","(12, 11)",rect,4.0,10.0,2.0,8.0,1
70,70,csz,"[1575, 1770, 1991, 2189, 2404, 2580, 3269, 3426, 3580, 3725, 3893]","[(1, 2), [2, 2], [3, 2], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,"(1, 2)","(8, 5)","(4, 9)",expRect,0.0,10.0,4.0,2.0,1
71,71,csz,"[1932, 2119, 2282, 2430, 2649, 2804, 2897, 3204, 3378, 3540, 3720, 3899, 4086, 4274]","[(11, 4), [9, 4], [8, 4], [7, 4], [7, 5], [7, 6], [6, 6], [6, 7], [6, 8], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[9, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",2,"(11, 4)","(6, 11)","(2, 7)",expRect,0.0,12.0,4.0,2.0,1
72,72,csz,"[1559, 1721, 1897, 2092, 2267, 2547, 2739, 2930, 3183, 3388]","[(9, 3), [8, 3], [7, 3], [6, 3], [5, 3], [4, 2], [4, 3], [4, 4], [4, 6], [4, 7], [4, 8]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[5, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,"(9, 3)","(4, 8)","(2, 6)",expRect,0.0,10.0,2.0,2.0,1
73,73,csz,"[1413, 1600, 1818, 2048, 2100, 2308, 2468, 2630, 2798, 2979, 3263, 3403, 3587]","[(6, 4), [5, 4], [4, 4], [5, 4], [6, 4], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [6, 8], [6, 9], [6, 10]]","[(-1, 0), (-1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1)]",[5],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,"(6, 4)","(6, 10)","(9, 1)",none,0.0,6.0,6.0,0.0,1
74,74,csz,"[2020, 2184, 2334, 2510, 2702, 2882, 3104]","[(2, 2), [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2]",0,"(2, 2)","(2, 13)","(4, 7)",straightLine,4.0,7.0,2.0,5.0,1
75,75,csz,"[1706, 1880, 2073, 2253, 2453, 2689, 2866]","[(3, 2), [4, 2], [4, 3], [4, 4], [4, 5], [4, 7], [3, 7], [3, 8]]","[(1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[5],"[2, 1, 1, 1, 1, 1, 1]",1,"(3, 2)","(3, 8)","(12, 1)",none,4.0,6.0,6.0,0.0,0
76,76,csz,"[1600, 1788, 1968, 2143, 2332, 2513, 2684, 2871, 3033, 3226]","[(4, 10), [5, 10], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [12, 12], [13, 12]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,"(4, 10)","(11, 6)","(13, 12)",midLine,0.0,11.0,4.0,7.0,1
77,77,csz,"[1672, 1879, 2078, 2267, 2589, 2747, 2925, 3099, 3274, 3432, 3599, 3781, 3919]","[(1, 8), [2, 8], [3, 8], [4, 8], [5, 8], [5, 7], [6, 8], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [5, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[6],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(1, 8)","(5, 2)","(13, 8)",straightLine,2.0,10.0,6.0,4.0,1
78,78,csz,"[1895, 2068, 2238, 2438, 2652, 2828, 3048, 3244, 3426, 3638, 3801, 3984, 4174]","[(13, 2), [13, 3], [13, 4], [13, 5], [13, 6], [11, 6], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12], [10, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,"(13, 2)","(10, 13)","(4, 7)",expRect,0.0,14.0,6.0,2.0,1
79,79,csz,"[1868, 2051, 2245, 2373, 2560, 2738, 2956, 3147, 3336, 3513, 3708, 3898, 4076]","[(1, 12), [2, 12], [3, 12], [3, 14], [3, 13], [3, 12], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[3],"[0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,"(1, 12)","(3, 4)","(11, 10)",rect,2.0,10.0,2.0,8.0,0
80,80,csz,"[1655, 1839, 2054, 2237, 2423, 2651, 2832, 3036, 3210, 3379, 3519, 3705, 3883, 4067, 4242, 4441]","[(2, 2), [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6]]","[(0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,"(2, 2)","(11, 6)","(5, 12)",expRect,0.0,13.0,6.0,2.0,1
81,81,csz,"[1582, 1743, 1947, 2130, 2309, 2459, 2602, 2773, 2923, 3040, 3163, 3410, 3745, 3817, 4036, 4391, 4562, 4709, 4940, 5118, 5496]","[(2, 12), [3, 12], [4, 12], [5, 12], [6, 12], [7, 12], [7, 11], [8, 11], [8, 10], [9, 10], [9, 9], [9, 11], [9, 10], [9, 12], [9, 11], [10, 11], [10, 10], [10, 9], [11, 9], [11, 8], [12, 8], [13, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0)]","[13, 11]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1]",2,"(2, 12)","(13, 8)","(7, 2)",expRect,0.0,15.0,6.0,2.0,1
82,82,csz,"[1591, 1871, 2083, 2254, 2452, 2561, 2772, 2941, 3107, 3269, 3430, 3592, 3751, 3919, 4088]","[(3, 13), [4, 13], [5, 13], [6, 13], [6, 12], [6, 11], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",0,"(3, 13)","(13, 8)","(7, 2)",expRect,0.0,15.0,6.0,2.0,1
83,83,csz,"[1596, 1809, 2161, 2346, 2394, 2771, 2982, 3164, 3341, 3561, 3760]","[(2, 5), [3, 5], [4, 5], [4, 6], [4, 7], [5, 7], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [8, 7]]","[(1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[6],"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,"(2, 5)","(8, 7)","(11, 2)",midLine,4.0,8.0,2.0,6.0,1
84,84,csz,"[1803, 1994, 2160, 2357, 2535, 2710]","[(9, 5), [9, 6], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(9, 5)","(9, 11)","(13, 1)",none,2.0,6.0,6.0,0.0,1
85,85,csz,"[1759, 1957, 2167, 2382, 2541]","[(4, 4), [5, 3], [6, 3], [7, 3], [8, 3], [8, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[1],"[0, 0, 0, 0, 1]",1,"(4, 4)","(8, 2)","(9, 5)",midLine,0.0,6.0,2.0,4.0,1
86,86,csz,"[1677, 1868, 2038, 2283, 2438, 2770, 3001, 3121, 3241, 3423, 3592, 3747]","[(4, 2), [5, 2], [6, 2], [7, 2], [7, 1], [7, 3], [8, 3], [9, 3], [9, 5], [9, 4], [9, 3], [9, 2], [9, 1]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[5, 8]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,"(4, 2)","(4, 12)","(9, 1)",none,4.0,6.0,6.0,0.0,1
87,87,csz,"[1612, 1903, 2091, 2264, 2531, 2667]","[(9, 5), [10, 5], [11, 5], [11, 4], [12, 4], [12, 3], [13, 3]]","[(1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[8],"[2, 2, 2, 2, 2, 2]",1,"(9, 5)","(9, 13)","(13, 3)",none,2.0,6.0,6.0,0.0,1
88,88,csz,"[1792, 1995, 2187, 2383, 2515, 2750, 2920, 3047, 3550, 3834, 4017, 4197, 4354, 4622, 4930, 5096, 5312, 5404]","[(1, 13), [2, 13], [3, 13], [4, 13], [4, 12], [5, 12], [4, 13], [4, 12], [5, 12], [6, 12], [7, 12], [6, 13], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [11, 11]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[6, 11]","[0, 0, 2, 0, 2, 2, 0, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0]",2,"(1, 13)","(3, 1)","(11, 11)",rect,2.0,12.0,4.0,8.0,1
89,89,csz,"[1653, 1871, 2091, 2307, 2412, 2609, 2794, 2894]","[(5, 9), [6, 9], [7, 9], [7, 8], [7, 7], [8, 7], [8, 6], [8, 5], [9, 5]]","[(1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 0, 1, 1, 0]",0,"(5, 9)","(9, 5)","(13, 13)",midLine,4.0,8.0,4.0,4.0,1
90,90,csz,"[1451, 1816, 2020, 2259, 2393, 2661, 2852, 3056, 3262, 3435, 3676, 3820, 4016, 4207]","[(3, 3), [4, 3], [5, 3], [6, 3], [6, 2], [4, 2], [5, 2], [6, 2], [6, 4], [7, 4], [8, 4], [9, 4], [9, 3], [9, 2], [8, 2]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0)]","[8, 5]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0]",2,"(3, 3)","(3, 13)","(8, 2)",none,4.0,6.0,6.0,0.0,1
91,91,csz,"[1616, 1803, 2041, 2258, 2441, 2649, 2843, 3027, 3291, 3469, 3629, 3812, 3995, 4112, 4337]","[(1, 2), [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [8, 1], [8, 2], [8, 3], [8, 4], [8, 5], [9, 5], [10, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[1],"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",1,"(1, 2)","(10, 5)","(4, 11)",expRect,0.0,12.0,6.0,2.0,1
